,id,alias,name,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.city,location.zip_code,location.country,location.state,coordinates,Distrito
12,iNtK9yWv7wOXaPai3uAv-g,inclan-brutal-madrid,InClan Brutal,False,https://www.yelp.com/biz/inclan-brutal-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,141,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,[],2,34910238038.0,+34 910 23 80 38,417.6568427390801,40.41508,-3.70192,"Calle Álvarez Gato, 4",Madrid,28012.0,ES,M,"[-3.70192, 40.41508]",Centro
13,Q5HQX4KsBLsL7EzQrHKMRQ,matador-madrid,Matador,False,https://www.yelp.com/biz/matador-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,33,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,[],1,34915318981.0,+34 915 31 89 81,440.7406901586887,40.41461,-3.70293,"Calle de la Cruz, 39",Madrid,28012.0,ES,M,"[-3.70293, 40.41461]",Centro
14,wmuTGl03AhMmSAVo4LEhnA,sichuan-madrid,Sichuan,False,https://www.yelp.com/biz/sichuan-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,29,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,[],2,34914266453.0,+34 914 26 64 53,273.4969356747453,40.4194907,-3.7010123,"Calle Caballero de Gracia, 8",Madrid,28013.0,ES,M,"[-3.7010123, 40.4194907]",Centro
15,gGS3_xFQuCu_Q9CjeEkMTg,la-austriaca-madrid,La Austriaca,False,https://www.yelp.com/biz/la-austriaca-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,18,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],2,34915313174.0,+34 915 31 31 74,379.154402499972,40.42139,-3.70149,"Calle de San Onofre, 3",Madrid,28004.0,ES,M,"[-3.70149, 40.42139]",Centro
16,cgcVrR6d5OuLrGWtB7EJQw,café-de-la-luz-madrid-2,Café de la Luz,False,https://www.yelp.com/biz/caf%C3%A9-de-la-luz-madrid-2?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,164,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],1,34915231199.0,+34 915 23 11 99,427.0303364980159,40.422184,-3.7025405,"Calle de la Puebla, 8",Madrid,28004.0,ES,M,"[-3.7025405, 40.422184]",Centro
17,iljIVvbuE4Ahs-EJitxbTQ,la-española-madrid-3,La Española,False,https://www.yelp.com/biz/la-espa%C3%B1ola-madrid-3?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,5,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.5,[],,34915237016.0,+34 915 23 70 16,405.54132474804993,40.4209954041412,-3.700475,"Calle de las Infantas, 5",Madrid,28004.0,ES,M,"[-3.700475, 40.4209954041412]",Centro
18,QLHWLpQKr4j4GD3jXr-NOQ,cacao-restobar-madrid,Cacao Restobar,False,https://www.yelp.com/biz/cacao-restobar-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,101,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'venezuelan', 'title': 'Venezuelan'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,[],2,34910529634.0,+34 910 52 96 34,897.9455098670318,40.4124,-3.69703,"Calle de Moratin, 19",Madrid,28014.0,ES,M,"[-3.69703, 40.4124]",Centro
19,ghSVCg9y7HQvMP0PajJWeg,la-mayor-madrid,La Mayor,False,https://www.yelp.com/biz/la-mayor-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,54,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,[],2,34915470338.0,+34 915 47 03 38,785.7746751609266,40.41508,-3.71213,"Calle Mayor, 77",Madrid,28013.0,ES,M,"[-3.71213, 40.41508]",Centro
20,ql9zlnKW4h_efrketA3Mrg,chocolatería-san-ginés-madrid-6,Chocolatería San Ginés,False,https://www.yelp.com/biz/chocolater%C3%ADa-san-gin%C3%A9s-madrid-6?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,1208,"[{'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}, {'alias': 'churros', 'title': 'Churros'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],1,34913656546.0,+34 913 65 65 46,307.5963917785447,40.4167599,-3.7068,"Pasadizo de San Ginés, 5",Madrid,28013.0,ES,M,"[-3.7068, 40.4167599]",Centro
21,h1bh4JqRuTM2VNP_lBhlxw,hielo-y-carbón-madrid-2,Hielo y Carbón,False,https://www.yelp.com/biz/hielo-y-carb%C3%B3n-madrid-2?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,2,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,[],,34656682470.0,+34 656 68 24 70,168.09945719848895,40.420004,-3.7037561,"Calle Gran Víam, 31",Madrid,28013.0,ES,M,"[-3.7037561, 40.420004]",Centro
22,YpNh_7mig6NPm0o5nLRHiw,la-mi-venta-madrid,La Mi Venta,False,https://www.yelp.com/biz/la-mi-venta-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,94,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,[],3,34915595091.0,+34 915 59 50 91,746.2086581682023,40.4204554916193,-3.71240258216858,"Plaza de la Marina Española, 7",Madrid,28013.0,ES,M,"[-3.71240258216858, 40.4204554916193]",Centro
23,bKstXFxEpPmk2jn1cPREuQ,la-carbonería-madrid-2,La Carbonería,False,https://www.yelp.com/biz/la-carboner%C3%ADa-madrid-2?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,7,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'andalusian', 'title': 'Andalusian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,[],,34913546727.0,+34 913 54 67 27,335.21529952440574,40.41662,-3.70704,"Calle de Coloreros, 5",Madrid,28013.0,ES,M,"[-3.70704, 40.41662]",Centro
24,HnksMmAFsAgWfuDK5Dr2jg,serafina-madrid,Serafina,False,https://www.yelp.com/biz/serafina-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,27,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.0,[],2,34915324316.0,+34 915 32 43 16,269.7468737982676,40.4164204914375,-3.70233137614579,"Calle de Espoz y Mina, 4",Madrid,28012.0,ES,M,"[-3.70233137614579, 40.4164204914375]",Centro
25,thuACGCnGuoSNIbs8lIzUw,zenith-madrid-3,Zenith,False,https://www.yelp.com/biz/zenith-madrid-3?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,18,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],,34912124299.0,+34 912 12 42 99,478.6229036734747,40.42235,-3.7016,"Calle de Valverde, 28",Madrid,28004.0,ES,M,"[-3.7016, 40.42235]",Centro
26,EoAVEUfSPZe8iDo7OYfZlA,macera-madrid,Macera,False,https://www.yelp.com/biz/macera-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,39,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,[],1,34910115810.0,+34 910 11 58 10,986.0307929552758,40.4261398,-3.6981399,"Calle San Mateo, 21",Madrid,28004.0,ES,M,"[-3.6981399, 40.4261398]",Centro
27,P7jgHbiB7acn2DgIO-JxEA,la-barraca-madrid,La Barraca,False,https://www.yelp.com/biz/la-barraca-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,149,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.0,[],3,34915327154.0,+34 915 32 71 54,473.1235250253742,40.41998,-3.69878,"Calle de la Reina, 29",Madrid,28004.0,ES,M,"[-3.69878, 40.41998]",Centro
28,xoOCxe2kUFflzGPciSbrPg,angelita-madrid-2,Angelita,False,https://www.yelp.com/biz/angelita-madrid-2?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,23,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],3,34915216678.0,+34 915 21 66 78,361.87428699654765,40.420276,-3.700387,"Calle de la Reina, 4",Madrid,28004.0,ES,M,"[-3.700387, 40.420276]",Centro
29,nHiIlpvdt181bmYryuS6KA,la-rollerie-madrid,La Rollerie,False,https://www.yelp.com/biz/la-rollerie-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,89,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.0,[],1,34914204675.0,+34 914 20 46 75,523.9949067720904,40.4138581054423,-3.70291106016238,"Calle de Atocha, 20",Madrid,28012.0,ES,M,"[-3.70291106016238, 40.4138581054423]",Centro
30,OseIUc-GcwL_ngfEBpPkUQ,casa-patas-madrid-2,Casa Patas,False,https://www.yelp.com/biz/casa-patas-madrid-2?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,75,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tablaoflamenco', 'title': 'Tablao Flamenco'}]",4.5,[],3,34913690496.0,+34 913 69 04 96,676.1989583986193,40.4126796,-3.7016604,"Calle de los Cañizares, 10",Madrid,28012.0,ES,M,"[-3.7016604, 40.4126796]",Centro
31,md_Wfx4tPnRleAaoTaN_9w,bodega-de-la-ardosa-madrid,Bodega de la Ardosa,False,https://www.yelp.com/biz/bodega-de-la-ardosa-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,121,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,[],2,34915214979.0,+34 915 21 49 79,612.2301295528713,40.42375,-3.70182,"Calle de Colón, 13",Madrid,28004.0,ES,M,"[-3.70182, 40.42375]",Centro
32,bUZ9KgfwFWYmgZWuEi-UQw,museo-del-jamón-madrid-6,Museo del Jamón,False,https://www.yelp.com/biz/museo-del-jam%C3%B3n-madrid-6?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,227,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],1,34915314550.0,+34 915 31 45 50,278.6271329430441,40.41633,-3.70563,"Calle Mayor, 7",Madrid,28013.0,ES,M,"[-3.70563, 40.41633]",Centro
33,IpcuSZIMx00AblgEIYfo5g,tsg-steak-madrid,TsG Steak,False,https://www.yelp.com/biz/tsg-steak-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,6,"[{'alias': 'steak', 'title': 'Steakhouses'}]",5.0,[],,34656613356.0,+34 656 61 33 56,295.66016845873355,40.418042,-3.70741,"Calle de las Hileras, 17-19",Madrid,28002.0,ES,M,"[-3.70741, 40.418042]",Centro
34,k4UEJpeGFp7HHbPTGtvSRw,taberna-la-concha-madrid,Taberna La Concha,False,https://www.yelp.com/biz/taberna-la-concha-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,52,"[{'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,[],2,34616910671.0,+34 616 91 06 71,697.6235300920994,40.4131799,-3.70837,"Calle de la Cava Baja, 7",Madrid,28005.0,ES,M,"[-3.70837, 40.4131799]",Centro
35,Evl_EVrZpQ95Zp81xfBkkA,malacatín-madrid-2,Malacatín,False,https://www.yelp.com/biz/malacat%C3%ADn-madrid-2?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,24,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.5,[],,34913655241.0,+34 913 65 52 41,966.283454888646,40.41031,-3.70765,"Calle de la Ruda, 5",Madrid,28005.0,ES,M,"[-3.70765, 40.41031]",Centro
36,ryq41CMhN1Z9EdAbt-Ga7g,gayagum-madrid,Gayagum,False,https://www.yelp.com/biz/gayagum-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,18,"[{'alias': 'korean', 'title': 'Korean'}]",4.0,[],2,34915420488.0,+34 915 42 04 88,354.3547613003536,40.4168037,-3.70751261534429,"Calle de Bordadores, 7",Madrid,28013.0,ES,M,"[-3.70751261534429, 40.4168037]",Centro
37,Bi0S0_Pf_KGuS0oDOkcBQA,grazie-mille-madrid,Grazie Mille,False,https://www.yelp.com/biz/grazie-mille-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,73,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],2,34913645785.0,+34 913 64 57 85,398.097688468819,40.41611,-3.70744,"Calle Mayor, 31",Madrid,28013.0,ES,M,"[-3.70744, 40.41611]",Centro
38,F_8sYJoJxI7MXqTD3lWl1g,la-campana-madrid-2,La Campana,False,https://www.yelp.com/biz/la-campana-madrid-2?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,106,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],1,34913642984.0,+34 913 64 29 84,471.2825393814018,40.4148599,-3.7068192,"Calle de las Botoneras, 6",Madrid,28012.0,ES,M,"[-3.7068192, 40.4148599]",Centro
39,Wk2RV_L8WgT-8ZRy5k9rAw,the-hat-madrid,The Hat,False,https://www.yelp.com/biz/the-hat-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,31,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'hostels', 'title': 'Hostels'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,[],2,34917728572.0,+34 917 72 85 72,610.0938777140396,40.4136170496693,-3.70725374668837,"Calle Imperial, 9",Madrid,28012.0,ES,M,"[-3.70725374668837, 40.4136170496693]",Centro
40,-DZAqgEdXtbtAJUTbAhS1A,taberna-el-sur-de-huertas-madrid,Taberna El Sur de Huertas,False,https://www.yelp.com/biz/taberna-el-sur-de-huertas-madrid?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,21,"[{'alias': 'spanish', 'title': 'Spanish'}]",4.5,[],,34919205686.0,+34 919 20 56 86,660.0658315770957,40.41366,-3.69943,"Calle de las Huertas, 24",Madrid,28014.0,ES,M,"[-3.69943, 40.41366]",Centro
41,ZIYLcIOrhGGHt-YoWFj_Iw,el-mesón-del-champiñón-madrid-3,El Mesón del Champiñón,False,https://www.yelp.com/biz/el-mes%C3%B3n-del-champi%C3%B1%C3%B3n-madrid-3?adjust_creative=qLSGvc-1caRv2M-HS1Kb9A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=qLSGvc-1caRv2M-HS1Kb9A,84,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,[],2,34915596790.0,+34 915 59 67 90,526.2320958501774,40.415006,-3.708161,"Calle Cava de San Miguel, 17",Madrid,28005.0,ES,M,"[-3.708161, 40.415006]",Centro
